Table with column headers in rows 3 and 4											
State FIPS Code	County FIPS Code	Postal Code	Name	Poverty Percent, All Ages	Median Household Income	Image Found?	Headline Type	Headline	Sentiment Rating	Publisher	Date
34	033	NJ	Salem County	10.7	76,005	0813.jpg	Bad	Sorry Business Owners But New Jersey Is One Of The Worst States To Start A New Business	-0.9080	973espn.com	01/30/2024, 08:00 AM, +0000 UTC
36	041	NY	Hamilton County	10.7	62,149	0814.jpg	Bad	Trial begins for parents accused of abusing, killing 8-year-old son	-0.7340	WCPO 9 Cincinnati	10/13/2023, 07:00 AM, +0000 UTC
39	039	OH	Defiance County	10.7	63,904	0816.jpg	Bad	Defiance resident dies month after brutal assault	-0.8940	Toledo Blade	01/28/2005, 08:00 AM, +0000 UTC
41	071	OR	Yamhill County	10.7	77,969	0818.jpg	Bad	Yamhill County man convicted of causing teen's death with fentanyl-laced counterfeit pills	-0.6150	KPIC News	06/27/2023, 07:00 AM, +0000 UTC
45	035	SC	Dorchester County	10.7	74,730	0819.jpg	Bad	SLED investigating deputy-involved shooting in wake of burglary in Dorchester Co.	-0.3930	Live 5 News WCSC	07/02/2023, 07:00 AM, +0000 UTC
51	109	VA	Louisa County	10.7	72,569	0822.jpg	Bad	Louisa County man charged with murder in Sunday shooting	-0.5640	29 News	09/11/2023, 07:00 AM, +0000 UTC
51	113	VA	Madison County	10.7	71,697	0823.jpg	Bad	Madison parents concerned about gun store opening behind elementary school	-0.8140	WHNT News 19	05/19/2023, 07:00 AM, +0000 UTC
02	000	AK	Alaska	10.8	88,072	0824.jpg	Bad	Mat-Su Assembly urges residents to arm themselves amid crime fears	-0.4490	Alaska Public Media News	01/18/2024, 08:00 AM, +0000 UTC
16	063	ID	Lincoln County	10.8	61,658	0826.jpg	Bad	Oklahoma judge steps down after sending more than 500 texts during murder trial	-0.5070	ABC News	02/10/2024, 08:00 AM, +0000 UTC
17	039	IL	De Witt County	10.8	64,262	0828.jpg	Bad	Gunman kills father-in-law, injures son in DeWitt County incident	-0.5140	WREX.com	09/04/2023, 07:00 AM, +0000 UTC
20	159	KS	Rice County	10.8	61,727	0829.jpg	Bad	Former officer used drug-questioning ruse to assault 9 women, teen girl	-0.8640	USA TODAY	04/13/2023, 07:00 AM, +0000 UTC
21	117	KY	Kenton County	10.8	77,284	0830.jpg	Bad	Kentucky parents charged with manslaughter after 3-year-old fatally shoots 2-year-old brother	-0.5750	CBS News	01/26/2024, 08:00 AM, +0000 UTC
26	137	MI	Otsego County	10.8	65,915	0831.jpg	Bad	Elmira man killed in Otsego County crash, investigation ongoing	-0.3230	UpNorthLive.com	10/19/2023, 07:00 AM, +0000 UTC
27	053	MN	Hennepin County	10.8	89,418	0832.jpg	Bad	How Minnesota's child protection system exposes kids to more abuse, neglect	-0.9190	Star Tribune	11/03/2023, 07:00 AM, +0000 UTC
27	117	MN	Pipestone County	10.8	65,499	0833.jpg	Bad	Third Fatality in Moody County Crash (Updated)	-0.6800	South Dakota State News Home	04/18/2023, 07:20 AM, +0000 UTC
30	017	MT	Custer County	10.8	64,743	0834.jpg	Bad	Colorado suspect accused of killing 3 in property dispute arrested	-0.3880	The Associated Press	11/21/2023, 08:00 AM, +0000 UTC
30	029	MT	Flathead County	10.8	66,395	0835.jpg	Bad	Flathead County man charged for the death of his ex-wife	-0.3720	KRTV NEWS Great Falls	10/20/2023, 07:00 AM, +0000 UTC
31	075	NE	Grant County	10.8	63,469	0836.jpg	Bad	2 victims identified in Bloomfield homicide at bowling alley	-0.3380	Omaha World-Herald	02/22/2024, 01:03 AM, +0000 UTC
36	053	NY	Madison County	10.8	69,851	0837.jpg	Bad	Lightning strike in Lincoln Monday that injured 3 has turned fatal	-0.8010	CNYcentral.com	07/25/2023, 07:00 AM, +0000 UTC
39	117	OH	Morrow County	10.8	71,835	0838.jpg	Bad	Trial delayed again for Larry Fidler, accused of disturbing crimes against minors	-0.9070	crawfordcountynow.com	11/03/2023, 07:00 AM, +0000 UTC
42	011	PA	Berks County	10.8	72,157	0839.jpg	Bad	Racism pervades public PA universities	-0.9300	Spotlight PA	02/02/2024, 08:00 AM, +0000 UTC
48	149	TX	Fayette County	10.8	70,476	0841.jpg	Bad	Bundles of cocaine found in décor water fountains in Fayette County	-0.1860	KSAT San Antonio	12/07/2023, 08:00 AM, +0000 UTC
53	021	WA	Franklin County	10.8	77,820	0842.jpg	Bad	Franklin County fire districts respond to 600-acre fire on US 395	-0.2610	NBC Right Now	05/29/2023, 07:00 AM, +0000 UTC
56	025	WY	Natrona County	10.8	70,142	0846.jpg	Bad	Natrona County Residents Lose Home to Fire - Casper	-0.5960	K2 Radio	03/09/2024, 08:00 AM, +0000 UTC
56	029	WY	Park County	10.8	69,802	0847.jpg	Bad	Manslaughter Charges For Wyoming Man Who Sold Deadly Fentanyl-Laced Pills	-0.6710	Cowboy State Daily	01/12/2024, 08:00 AM, +0000 UTC
04	013	AZ	Maricopa County	10.9	83,668	0849.jpg	Bad	1 dead, 2 injured after alleged drive-by shooting at Phoenix house party	-0.5210	Arizona's Family	01/07/2024, 08:00 AM, +0000 UTC
06	065	CA	Riverside County	10.9	86,350	0850.jpg	Bad	Middle school girl savagely beaten by classmate during caught-on-camera attack: 'Nobody came to help'	-0.9070	New York Post 	03/19/2024, 07:00 AM, +0000 UTC
08	027	CO	Custer County	10.9	67,766	0851.jpg	Bad	Colorado Police Arrest Shooting Suspect After Property Dispute Leaves 3 Dead, 1 Injured	-0.4700	PEOPLE	11/21/2023, 08:00 AM, +0000 UTC
12	101	FL	Pasco County	10.9	65,933	0852.jpg	Bad	Arrest made in Jennifer Odom murder case that has haunted Tampa Bay for 30 years	-0.2340	Tampa Bay Times	07/27/2023, 07:00 AM, +0000 UTC
18	031	IN	Decatur County	10.9	65,847	0853.jpg	Bad	Possible Murder-Suicide Being Investigated In Decatur	-0.4650	Mercer County Outlook	09/14/2023, 07:00 AM, +0000 UTC
23	000	ME	Maine	10.9	69,485	0858.jpg	Bad	Massacre shows how Maine — and nation — fail to deal with violent mentally ill	-0.9340	New York Post 	10/26/2023, 07:00 AM, +0000 UTC
